biography,followers_count,follows_count,media_count,profile_picture_url,id,extraction_datetime,extraction_date,extraction_year,extraction_month,extraction_day,extraction_time
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗴𝗵𝘁 ✧
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx
💌 | locwithaush@gmail.com",2797,216,152,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=H-HEt6jMN7cQ7kNvwElLAit&_nc_oc=AdkvA_t8vKb6XR081qMf-w3hqEdn6nTb9c-4T9DJQVU45jMU7wYIX9DmFPzCR32kol6SP9axVVkWxGXYjMqOb7ye&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AYF2w5zFovkm2AdTIm7X86dB9qqpkzjc34pWGEit1DdbBg&oe=67F6296E,17841461458191255,2025-04-04 16:52:22.718804,2025-04-04,2025,April,4,16:52:22
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | 𝑖𝑛𝑛𝑒𝑟 𝑐ℎ𝑖𝑙𝑑 𝑎𝑑𝑣𝑜𝑐𝑎𝑡𝑒
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2808,219,153,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=keECspd2MG4Q7kNvwHVMQrD&_nc_oc=Adkx5DvGrr7su2Nf-eH2z2Lz08wKZPHLGlLlSlfefYoev1ZaMrJBWpWPepJAxbPZjOqrbP9TuKOUJeDKLp7nUrED&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfHgGq8Kyoa7B20hGDUssFHlTubpLzr1yoUrtJHX4ex9Cg&oe=67F93CEE,17841461458191255,2025-04-07 00:50:29.998578,2025-04-07,2025,April,7,00:50:29
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2816,220,158,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=aTM3PfcoE5cQ7kNvwEU2P51&_nc_oc=AdnhzLX6m4YlWchWD_CF1DComEGdwnPCANl17CkzGVhNsCL5ao0tLx5_RuMj2mKSe5pvdPzp9vxlVL862mls3Fv6&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfGSgCXuFxV6cWTI-nwgbMDSIIwVBWI8GFVQyu0XlAHWeA&oe=67FBA7AE,17841461458191255,2025-04-08 20:03:49.900666,2025-04-08,2025,April,8,20:03:49
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2833,222,161,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=jRcikR2x5UoQ7kNvwEi8fSQ&_nc_oc=Adms8nM-CyQNSJqGuk0t__3kvmnB7iPNkF1ul_8XgF00_d0pcmDw649lNhsh9OPdE0bHmOIGU9r7GJE_T1Q90OTl&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfG4MV_Y2xSQW96uG6qMp539SpZI1sdR4a-piOF1hdMC_w&oe=67FF2BAE,17841461458191255,2025-04-11 11:03:02.012559,2025-04-11,2025,April,11,11:03:02
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2841,222,162,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=jRcikR2x5UoQ7kNvwEBRyTu&_nc_oc=AdkdJ-MHn4NPqepeswhCBL480gt4p7vTF7mO3u98AQL7uPn1bnPs1CLOO1QSpWgkvFlznGEFqSYmEgjLFvUMm2z5&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfG3UPxiC3laNWYVPwMtOQvPyXUQ8dXJYcLpUIKiIpQOrw&oe=68007D2E,17841461458191255,2025-04-12 11:02:50.473294,2025-04-12,2025,April,12,11:02:50
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2852,222,163,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=jRcikR2x5UoQ7kNvwEBRyTu&_nc_oc=AdkdJ-MHn4NPqepeswhCBL480gt4p7vTF7mO3u98AQL7uPn1bnPs1CLOO1QSpWgkvFlznGEFqSYmEgjLFvUMm2z5&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfH7spkTHQXONZkCfMII_fWsVIY27VCMZEZtBgmZTsq_BA&oe=6801CEAE,17841461458191255,2025-04-13 11:02:18.007481,2025-04-13,2025,April,13,11:02:18
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2855,222,164,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=RYd0qaB1w1UQ7kNvwGABJF9&_nc_oc=AdlPIg8UOEWrKWPFEvHqRpeOhe8gHQBHdR45Wjt99lOXS_kbh-OEpBrEzgzgJ-NnnDtcn7ShfdEl0xOUwtQ6LAR7&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfGklIqd8nlTTNLOZE9qVyE7p_KX0BsT4ipwyB1psJ0MoA&oe=6803202E,17841461458191255,2025-04-14 11:02:45.751306,2025-04-14,2025,April,14,11:02:45
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2851,224,165,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=RYd0qaB1w1UQ7kNvwGTSFBA&_nc_oc=AdnFH6UuR7J54h90SPGdIiHD7R7sFdakB_5MyW6UFe4fBoFDLtdKr8ZWr9AurwK3dEVsZCVk2-jVr_1Ftdmfo9yN&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfHpj314dbbaNyIQKL6fYUAKrdhVV-HuaB_4cmNL7t8fZw&oe=680471AE,17841461458191255,2025-04-15 11:02:17.275604,2025-04-15,2025,April,15,11:02:17
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2857,225,167,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=RYd0qaB1w1UQ7kNvwFOJALO&_nc_oc=AdmaCb-kgpNBdV82RqeJaYpZSuEPerXSAbiFALQdu1rf72F_lD-1dsLSMs_-ppn1d_OFboDGOTns21OR632dPk9U&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfGfG12WGh8zf39_kw4xAslqvJVP9Hif_8l_4EF97U2Gbg&oe=6805C32E,17841461458191255,2025-04-16 11:02:26.258788,2025-04-16,2025,April,16,11:02:26
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2861,225,167,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=Q1PwlYQfxIAQ7kNvwE-0L8h&_nc_oc=Adlsikp9RAiod7K9kuuUWb66l5vykEvAtLTz0G8T1ZFlDIkJCFU9RxH9JCcEwWcfp-SPnVQz3fCu0qo9dviByoJ_&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfHfmeGXr2QJcc2915QtPT8RMYIKc7xoqs-qVcgHTjl2NA&oe=680714AE,17841461458191255,2025-04-17 11:03:15.165666,2025-04-17,2025,April,17,11:03:15
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2865,226,168,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=Q1PwlYQfxIAQ7kNvwGcuOtg&_nc_oc=AdncBWRow9UEvlpW9sJA0x86gmLawVhipChPPQSlcnYO4CdEDQv7_j1ReGa_nRP78y9ndmO1_3scTIiTIizfAGdh&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfFJDU3uh-NZMDPVEUgCXGP0HAT7DFAb8dJoChXdlo9jJQ&oe=6808662E,17841461458191255,2025-04-18 11:03:10.117092,2025-04-18,2025,April,18,11:03:10
"✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
✨ | Fₐᵢₗᵤᵣₑ Cₒₐcₕ
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2871,226,169,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=Q1PwlYQfxIAQ7kNvwHOB_yW&_nc_oc=Adk1ZQ2ci8oHu8p-80tyIPRtoST1pxpoHBG7yOJKonpHbwsbOf9Qff39HFpfnKHU6AbpEzuQe1Xw83AvMtSin9N4&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfEvP4vm3NfQVz2wQ0ns6ufeqeM3Uviekrb6eP__KNlmiw&oe=6809B7AE,17841461458191255,2025-04-19 11:02:51.076562,2025-04-19,2025,April,19,11:02:51
"ʜᴇʟᴘɪɴɢ ʏᴏᴜ ᴍᴏᴠᴇ ғʀᴏᴍ ʜᴇsɪᴛᴀᴛɪᴏɴ ᴛᴏ ᴄʀᴇᴀᴛɪᴏɴ
✨ | ✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2887,228,168,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=eqWF18t31ggQ7kNvwHNTkkM&_nc_oc=AdnuPd9vVOReKHEv_Vq9gKjrOxi8DEA_7Ahlfp1Hm50Np8tPMqdVrEPDWAOXX8UjKUz3nE9dl6znJQl5Wv9hyjAj&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfHrAlHlMkx09NREs3CUNeQ2CBMgOWIJUbguXeXiqwCrQA&oe=680CCB2E,17841461458191255,2025-04-21 19:02:28.973359,2025-04-21,2025,April,21,19:02:28
"ʜᴇʟᴘɪɴɢ ʏᴏᴜ ᴍᴏᴠᴇ ғʀᴏᴍ ʜᴇsɪᴛᴀᴛɪᴏɴ ᴛᴏ ᴄʀᴇᴀᴛɪᴏɴ
✨ | ✧ 𝗹𝗼𝗰𝘀 ✧ (𝘀𝗲𝗹𝗳) 𝗹𝗶𝗯𝗲𝗿𝗮𝘁𝗶𝗼𝗻 ✧ 𝗹𝗶𝗳𝗲𝘀𝘁𝘆𝗹𝗲 ✧
🪴 | 71 ʟᴏᴄs est. on 07.20.23
📍 | ʜᴏᴜsᴛᴏɴ, ᴛx",2899,229,170,https://scontent-hou1-1.xx.fbcdn.net/v/t51.2885-15/481266977_997353345602937_1719041919639027270_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_ohc=5i3I2csq8uEQ7kNvwEKz7Yd&_nc_oc=AdkRxlM2NhmFwZChQ-1RnUDWaqX_vAAmCy-fhfu94Z5keiJh8_SfO4e89iiSPWAqwel-RsdAh1j_aeVvDQsKaJes&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfE7x0LSIsOvY-TiGQvBzNIP9D0Fe2zUoADhrQ1yAnFEBA&oe=680F6E2E,17841461458191255,2025-04-23 19:06:44.396996,2025-04-23,2025,April,23,19:06:44
